Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
$	NULL				
C	<?>	ɑCɑ	seri	1	U+0043
H	<?>	dʒHam	kitja	1	U+0048
I	<?>	nal_Iiltuije̞, alIa	northalaskaninupiatun, mailu, maranunggu, miskito, yawa	7	U+0049
J	<?>	qitqaIJniit	northalaskaninupiatun	1	U+004a
L	<?>	mɛɛLu	washo	1	U+004c
U	<?>	kUffŋam	kitja	1	U+0055
^	NULL				
^!a	ǃa	!aah, !an	nama, juhoan, sandawe	14	U+005e U+0021 U+0061
^!a$	ǃa	!a	nama	1	U+005e U+0021 U+0061 U+0024
^!e̞	ǃe̞	!e̞ɾe̞	sandawe	1	U+005e U+0021 U+0065 U+031e
^!g	ǃg	!gam, !gom	nama	9	U+005e U+0021 U+0067
^!h	ǃh	!hu, !huu	juhoan, nama, taa, sandawe	14	U+005e U+0021 U+0068
^!hw	ǃhw	!hwe̞na	sandawe	1	U+005e U+0021 U+0068 U+0077
^!i$	ǃi	!i	sandawe	1	U+005e U+0021 U+0069 U+0024
^!k	ǃk	!kxhaeb, !kxhas	nama	7	U+005e U+0021 U+006b
^!kʼ	ǃkʼ	!kʼxʼa, !kʼxʼui	juhoan	2	U+005e U+0021 U+006b U+02bc
^!n	ǃn	!no, !nubu	nama	8	U+005e U+0021 U+006e
^!o	ǃo	!oma, !ommi	juhoan, nama	4	U+005e U+0021 U+006f
^!o$	ǃo	!o	juhoan	2	U+005e U+0021 U+006f U+0024
^!q	ǃq	!qaũ	taa	1	U+005e U+0021 U+0071
^!qh	ǃqh	!qhaa, !qhuu	taa	7	U+005e U+0021 U+0071 U+0068
^!u	ǃu	!uma, !ui	juhoan, nama	8	U+005e U+0021 U+0075
^!u$	ǃu	!u	juhoan	1	U+005e U+0021 U+0075 U+0024
^!uᵑ!	ǃuᵑǃ	!uᵑ!aʔan	juhoan	4	U+005e U+0021 U+0075 U+1d51 U+0021
^!x	ǃx	!xom, !xui	juhoan	2	U+005e U+0021 U+0078
^!ʔ	ǃʔ	!ʔam, !ʔu	taa, sandawe, juhoan	16	U+005e U+0021 U+0294
^!ʔh	ǃʔh	!ʔhan, !ʔhoan	juhoan	5	U+005e U+0021 U+0294 U+0068
^C	<?>	Cii	seri	1	U+005e U+0043
^I	<?>	Iupa, Iaʔ	miskito, ahtena, yangman	6	U+005e U+0049
^Ih	<?>	Ihigiʈi, Ihaɻaŋ	nunggubuyu	3	U+005e U+0049 U+0068
^L	<?>	Lisiʔ	washo	1	U+005e U+004c
^P	<?>	Pin	nisenan	1	U+005e U+0050
^S	<?>	Saliit̪ɨ, Secə	northernsierramiwok, natchez	2	U+005e U+0053
^W	<?>	Wəʃkup	natchez	1	U+005e U+0057
^_	_	_ɔʈhotoaʈhuekaʈa, _pas	tiwi, greatandamanese, alabama, yana, wari, taushiro, kekchi, southernpomo	14	U+005e U+005f
^a	a	aɾi, ariba	sanapanaangaite, ineseno, muinane, enapaworomaipu, toaripi, swedish, mongolian, japanese, warao, timucua, suri, aguaruna, pawnee, amarakaeri, katcha, alawa, qawasqar, maasai, aymara, ambulas, zarma, mairasi, limilngan, soo, terei, urarina, cofan, tima, rikbaktsa, gununakune, haidanorthern, suabo, nivacle, bororo, taushiro, imbaburaquechua, basque, hatam, takelma, mali, yimas, alsea, mojave, yuracare, movima, atakapa, krenak, kamula, wayuu, warapu, guahibo, kwaza, warembori, northalaskaninupiatun, ngarinyin, northernembera, guhusamane, tarifit, muruihuitoto, guarani, karok, ket, kanoe, mailu, sarakabanaa, awtuw, daga, alabama, berta, ainu, oroqen, sheko	100	U+005e U+0061
^a$	a	a	sumerian, warapu, atakapa, toaripi, kiowa, kamula, nama, guarani, ket, lule, limilngan, soo, juhoan, yuwana, rikbaktsa, panoankatukina, haidanorthern, bororo, berik, muniche, guahibo, kwaza, pawnee, warembori, southeastijo, hruso, tarifit, gumuz, mandinka, bambassi, zarma, grasskoiari, kanoe, manange, yareba, kaluli, waorani, ainu, sentani	57	U+005e U+0061 U+0024
^aa	aː	aar, aas	gaam, bari, baruya, tehuelche, achumawi, rungakibet, maasai, bambassi, tamil, ayoreo, adyghe, shompeng, muinane, kiowa, ahtena, yaqui, alabama, xicotepecdejuareztotonac, mojave, atakapa, northalaskaninupiatun, sheko, muruihuitoto, washo, karok, shasta, kekchi, oroqen, terei, alsea, wayuu, huave, pawnee, katcha, teiwa, guhusamane, ket	100	U+005e U+0061 U+0061
^aa$	aː	aa	yukaghir, bari, pawnee, terei, hadza, katcha, guhusamane, adyghe, tehuelche	10	U+005e U+0061 U+0061 U+0024
^a̤	a̤	a̤ʔa, a̤lu	taa	3	U+005e U+0061 U+0324
^a̤$	a̤	a̤	taa	1	U+005e U+0061 U+0324 U+0024
^a̰	a̰	a̰ntakʔi	southernnambikuara	1	U+005e U+0061 U+0330
^b	b	bisãã, bɛɛtʃɛt	seediq, berta, mandinka, bari, urarina, yuwana, bezhta, basque, ongota, arapaho, jamamadi, zarma, yuracare, chachi, djeoromitxi, bamu, warembori, dime, gooniyandi, guhusamane, yangman, ambulas, djingili, puinave, karaja, garrwa, oroqen, rikbaktsa, nisenan, thaidialectkorat, bororo, maybrat, muinane, mali, suri, southernpomo, kamasau, hupde, sheko, alawa, gumuz, rungakibet, jarawa, kanuri, ket, bankanteydogon, shakacho, piraha, yareba, sarakabanaa, cavinena, greatandamanese, adyghe, sahu, waorani, sentani	100	U+005e U+0062
^bh	bh	bhege	seediq	1	U+005e U+0062 U+0068
^bw	bw	bweɛ, bwe̞ʔituk	yaqui, bangime, berik, uduk, bari, yuwana	27	U+005e U+0062 U+0077
